Response ID,google_recall_sso_yes_consider,Code 1,Code 2,Code 3,Code 4,Code 5,Code 6,Code 7,Code 8
80,nothing,unconcerned,,,,,,,
81,"I considered the implications of whether the site would get my data. However, I have done so before, so I felt safe signing in this way again.",,,,,,,,
84,whether I wanted to create a new account or just use my google or facebook,,,,,,,,
86,,,,,,,,,
87,I was hoping that they would not spam my email with promotional emails.,,,,,,,,
88,"I considered whether or not I wanted my Google Account (specifically my gmail) to be associated with that website, and also whether or not I felt it was necessary to have a more secure (individualized) password for that specific website (in this case, the answer was no, and hence I used my Google Account).",,,,,,,,
89,,,,,,,,,
90,"I consider how much I expect to use the app, site, or service. I also consider where I plan to use it. The more that I expect to use something, the more likely I am to create a dedicated account for it. If I expect to use something less frequently, or only temporarily, or only on my phone, then I am more likely to just use my Google account to make things faster and easier.",,,,,,,,
93,If it would be a lot easier for me to access it by using a Google Account.,,,,,,,,
95,"I, really, mainly considered the convenience for me.
 Of course there were some considerations made towards whether this prospective service I'd sign-on to was reputable.
 (As reputable as a layperson, such as myself, can ensure anyway.)",,,,,,,,
97,I considered whether I even wanted to sign in or needed to. I don't use my gmail account as my primary email so there's less to think about when I use it. It's usually a debate about whether I want to link google to whatever I'm looking at or make a separate account.,,,,,,,,
98,I did not give it much thought (I did not feel in any way threatened or in danger of having my account compromised),,,,,,,,
99,Nothing,,,,,,,,
100,,,,,,,,,
101,"I wanted to make a user name and password, but they only gave the ""sign in with Google"" to create an account.",,,,,,,,
103,I asked myself should I sign in via Gmail and did so because it was quicker.,,,,,,,,
104,I consider if the website is trustworthy and if I can trust signing in using my gmail account in their website.,,,,,,,,
105,Will my information be safe?,,,,,,,,
107,My privacy,,,,,,,,
108,,,,,,,,,
109,I considered using a separate user name and password.,,,,,,,,
111,Whether it would be better to make a new account on the third party or just use the all encompassing google account.,,,,,,,,
112,,,,,,,,,
113,"The information that would be shared with the app/service, the level of access and permissions, as well as whether or not there was a way to participate without having to sign in with Google.",,,,,,,,
115,,,,,,,,,
116,Whether or not I would use the service for long term than I would use my google account.,,,,,,,,
117,Is this application reputable enough to have invested in data security.,,,,,,,,
122,I wondered if I should just use a normal email or apple ID instead of my google acocunt.,,,,,,,,
123,I was worried about security of my Google Account.,,,,,,,,
124,,,,,,,,,
125,"If it was safe to do so, that my Google account wouldn't be harmed",,,,,,,,
126,N/A,,,,,,,,
127,I considered what information the service or app would be getting from me.,,,,,,,,
128,if I remembered my password...,,,,,,,,
129,I considered how easy it would be for me rather than inputting my details all over.,,,,,,,,
130,"I considered whether or not I trusted the company that the app is being represented by, whether or not trusting that app with my data was a safe choice.",,,,,,,,
132,,,,,,,,,
135,infinix hot 8,,,,,,,,
137,if that service has access to information associated with my Google Account,,,,,,,,
138,I considered what that app would have access to if I signed in through there.,,,,,,,,
140,Whether my information would be shared between the two.,,,,,,,,
141,I considered using facebook instead of google to sign in.,,,,,,,,
142,if it was safe,,,,,,,,
143,"Whether it would be faster than creating an account specifically for that platform, and whether it would be a safe site to trust with my information",,,,,,,,
146,It was easier and faster than creating a separate account,,,,,,,,
147,"How much i trust the app, if its a verified app on google play store, if the developer is famous or of trust.",,,,,,,,
148,if it would work,,,,,,,,
149,"I didn't consider much, I use google sign in pretty regularly.",,,,,,,,
150,There were benefits of linking the software to my google account as a teacher.,,,,,,,,
151,Mostly I try to look at the permissions and the reputation of the company itself,,,,,,,,
152,"I do consider privacy, but mostly I consider convenience as I have relative trust in Google's privacy measures.",,,,,,,,
154,The ease of signing in via Google.,,,,,,,,
155,I was trying to figure out if I would remember how I logged into this site. I have dozens and dozens of websites and apps that require user names and passwords. So now I have one more site to remember.,,,,,,,,
156,Do I want to actually go through with this,,,,,,,,
157,How they would use my info and if my info would be secure,,,,,,,,
158,If I wanted to use my Google or Facebook account to log on.,,,,,,,,
159,"Nothing. I often sign in with my Google Account, so it's easy to access my apps.",,,,,,,,
160,Its mainly a matter of convenience its gets old making new accounts for everything.,,,,,,,,
162,"Nothing really, I figure if it's educational it's pretty safe.",,,,,,,,
163,I considered how much information they'd receive from me and if it would make an account.,,,,,,,,
164,If my information would be stolen.,,,,,,,,
165,,,,,,,,,
166,I considered signing in with a username and password but google account was easier,,,,,,,,
167,,,,,,,,,
168,That it was more convenient,,,,,,,,
170,"I didn't consider much, my google account has always been good to me and offered ease of use with many things.",,,,,,,,
171,"nothing, I often use this for software I use frequently",,,,,,,,
172,Security,,,,,,,,
174,"I knew that I only really needed to use Lumin PDF for a quick task related to some job application, so I wasn't bothered to try to actually make an account on their service, I knew that using my google account to sign in was convenient and easy.",,,,,,,,
175,,,,,,,,,
177,"I don't usually sign in with my Google account because I don't want to start getting a bunch of spam to my Gmail account, but I didn't think this was very likely in this case.",,,,,,,,
179,"Will this lead to shady, unclear recurring payments?",,,,,,,,
180,Creating an account with email just in case there was inter-data mingling. I'm usually really precautious of my information.,,,,,,,,
182,Whether my account on the site was truly linked to my Google Account or not,,,,,,,,
184,,,,,,,,,
186,I didn't consider anything.,,,,,,,,
187,I find that signing in with my Google account is much faster and easier than to remember many different login information pieces.,,,,,,,,
188,"I did not consider anything, as I thought that it was completely safe.",,,,,,,,
189,Facebook sign in,,,,,,,,
191,If I remembered my email.,,,,,,,,
192,If it was safe and if my info would be safe.,,,,,,,,
194,"creating an account on the site, or use the federated login to create an account.",,,,,,,,
195,whether or not to sign in using my facebook account instead,,,,,,,,
198,if it was safe,,,,,,,,
199,Making an account,,,,,,,,
200,How much information I want to share,,,,,,,,
201,"I didn't consider much, except how much quicker and easier it would be to sign on using this method.",,,,,,,,
202,I considered if I wanted to create an account or conveniently use my google account.,,,,,,,,
203,"How they would see my information, and if they would market it. What data they would get on my profile, and if anything were unnecessary. I personally prefer Sign in with Apple as it's more private but I digress.",,,,,,,,
204,I considered the amount of ease that it would take to just sign in with that account and not have to enter all of my information.,,,,,,,,
207,if it tracked my video analytics,,,,,,,,
208,Trying to figure out if it would be better to try and create an account or if I wanted to do it the easy way.,,,,,,,,
209,I was hungry and wanted a fast login.,,,,,,,,
210,"oh, well I considered whether I wanted to be pestered by the site or not.",,,,,,,,
212,nothing,,,,,,,,
213,How easily the service could be hacked,,,,,,,,
214,,,,,,,,,
215,I considered using facebook because most of my accounts are linked to my facebook instead.,,,,,,,,
216,I thought it would more convenient to use my existing account rather than make a new one specifically for the service.,,,,,,,,
217,"Would google be tracking what I do on site.
 Is site privy to my other uses of google login.
 will the site log me into other sites automatically using login.",,,,,,,,
220,"I considered the ease of use that logging in with Google would bring, but also balanced the potential privacy issue that could arise if the third-party app turned out to be malicious and use my Google information nefariously",,,,,,,,
221,If I would be able to remember my gmail password,,,,,,,,
222,Do I want this account to be associated with what I'm signing into?,,,,,,,,
223,Convenience versus privacy,,,,,,,,
225,How secure I feel it is.,,,,,,,,
226,Are they safe and legitiment,,,,,,,,
228,I wasn't sure if the app would spam me emails or not.,,,,,,,,
230,"I did not wanted to create account on Loopnet, and it is easier to sign in with my Google account",,,,,,,,
231,whether it was secure,,,,,,,,
233,"Nothing! I trust the SSO thing that's built into websites, I just think that it'll be significantly easier to log in even though I use a password manager",,,,,,,,
234,"Reliability of the website is usually crucial to me. I don't typically use Google Accounts to sign in unless I know the website is legitimate. I don't know if Google checks what third-party apps or service use their API, but if they do, I don't think they do a great job. Just want to make sure I don't get my primary email spammed before applying it and signing in.",,,,,,,,
235,I considered who could access my data and what the consequences would be.,,,,,,,,
236,"If they're not a well-known, trusted site, then I don't do that 3rd party sign-in because I don't want it linked to my email because I've been hacked before.",,,,,,,,
237,"I didn't have to think twice, just signed in using google",,,,,,,,
238,,,,,,,,,
239,If I wanted to create an account or not,,,,,,,,
241,nothing,,,,,,,,
242,If I was logging into the correct google account,,,,,,,,
245,I didn't consider anything. OAuth is a no-brainer to me.,,,,,,,,
246,I didn't consider anything beyond knowing that it would give me personalized access to the app by creating an account linked to my google account.,,,,,,,,
248,"that i didnt want to make yet another password, so i just signed in with my gmail instead",,,,,,,,
249,How well known the company publishing the app was.,,,,,,,,
250,,,,,,,,,
251,,,,,,,,,
253,,,,,,,,,
255,i thought it might not be a great idea safetywise but still did it,,,,,,,,
256,I didn't really consider much - if anything I thought about whether I wanted the app tied to my Google or Facebook account. I chose Google since Facebook seems to open up a bit more personal information during SSO than Google does.,,,,,,,,
257,If my Google account password could possibly be compromised by signing in that way,,,,,,,,
258,Usually I weigh whether it's more convenient to make a specific account for that site/service or just use my google account to log-in,,,,,,,,
259,I considered using my email and password instead.,,,,,,,,
260,How hard it would be to create another account with that third party app or service compared to how easy it would be to sign in with Google,,,,,,,,
261,I try to keep it to a minimum and only allow apps that are widely known and trusted.,,,,,,,,
262,I looked to see how easy it was to log in to the application and whether or not I wanted to share the information with FaceBook.,,,,,,,,
263,signing up through regular email and password,,,,,,,,
264,how much faster it is than making an account,,,,,,,,
266,"I considered creating an individual account, but figured it'd be easier to just log in with google.",,,,,,,,
268,If the app would know anything except my name,,,,,,,,
270,If they will use my information,,,,,,,,
271,If it was going to take longer doing it that way vs just typing in my information,,,,,,,,
273,I didn't consider anything.,,,,,,,,
275,If I always wanted to sign in with my google account in the future.,,,,,,,,
276,resetting my password,,,,,,,,
277,I considered whether or not the process would be easier than creating a new account. I also thought about what info from my Google account it may have access to.,,,,,,,,
278,If I already had an account,,,,,,,,
279,Privacy concerns-- what info the company would get from my gmail account,,,,,,,,
284,Nothing,,,,,,,,
285,If it was worth using my account,,,,,,,,
288,,,,,,,,,
289,I pause for a second to make sure the site doesn't seem sketchy or fraudulent,,,,,,,,
291,WHether my info would be shared.,,,,,,,,
292,Who I wanted to have my data,,,,,,,,
295,Whether my Google data would be available to them.,,,,,,,,
296,"I considered entering my password, but I don't think I remember it so I just signed in using my connected google account.",,,,,,,,
297,,,,,,,,,
298,"I considered the convenience of using this account across multiple devices, whether I would want to create a unique password for this service (I would not use Google and create a unique password if the account was sensitive/involved my finances), and ease of subsequent logins.",,,,,,,,
299,"How much spam I may or may not receive is the biggest concern when connecting my gmail account to websites and services. Also, convenience.",,,,,,,,
300,That it would be easier than coming up with a new password or to remember what that password was in the future.,,,,,,,,
301,privacy,,,,,,,,
302,"I thought about how prolific the website was, and if it would be trustworthy. I also though about the hassle of creating a new account versus just signing up with my existing Google Account.",,,,,,,,
303,I considered whether it was connected to ESPN or not.,,,,,,,,
305,"It's how I made the account, so my gmail address is linked to the account.",,,,,,,,
306,I considered whether I would get spam email from the website,,,,,,,,
307,Whether the website was secure,,,,,,,,
308,ease of continued login,,,,,,,,
309,Should I just make an account with email instead?,,,,,,,,
310,,,,,,,,,
311,what info they would have access to,,,,,,,,
312,If I had to make an account for that site or not,,,,,,,,
313,What personal information would be released by doing so.,,,,,,,,
314,Facebook,,,,,,,,
315,"I just clicked the ""sign-in with Google"" button and then selected which Gmail account I wanted to link to the app I was using.",,,,,,,,
317,I considered ease of remembering sign-on info and ease of registering,,,,,,,,
318,If my information will be automatically synced to their servers then I will be added to a mailing list.,,,,,,,,
319,Mostly private data and concerns regarding hacking,,,,,,,,
321,Nothing,,,,,,,,
322,I didn't consider anything in particular. I was simply logging in after having to switch my browser.,,,,,,,,
323,I considered the effort it would take to make a whole new account.,,,,,,,,
325,Nothing really. I've used my Google account for this for a long time and have had no issues.,,,,,,,,
326,"Whether I should use my google account, or just create a new account for the site I was trying to use.",,,,,,,,
327,I had some privacy concerns when signing in using my Google Account.,,,,,,,,
328,If it was more convenient to have a separate account for the service rather than just using Google to get an account quickly.,,,,,,,,
329,Usage of my name/profile picture,,,,,,,,
330,,,,,,,,,
331,Whether I had a google authenticated account or a normal login with my gmail address and would it distinguish a difference.,,,,,,,,
332,"Whether I trusted the third-party app or service to keep my information safe, and if I wanted Google to know that I was using that third-party app.",,,,,,,,
333,I consider whether I want that site or app to have access to my google data.,,,,,,,,
335,Whether I could trust the app,,,,,,,,
336,,,,,,,,,
337,"I feel a little weird about them linking stuff to my google account, and wonder how much info they have. But then I am like... ehh, but it's so easy, and just try not to think about it.",,,,,,,,
338,"I considered if I already had an account at ASOS and if I remembered a specific password, usually it is easier to log in using my google account.",,,,,,,,
339,I considered how much easier it is to sign in through my google account,,,,,,,,
340,If it was worth making an account not using the email to sign in.,,,,,,,,
341,Nothing,,,,,,,,
342,if i didn't use google i'd have to remember my password and username,,,,,,,,
345,I considered how signing in with my google account worked,,,,,,,,
347,,,,,,,,,
349,I considered my privacy as well as the convenience and ease of simply logging in through Google.,,,,,,,,
351,If it was secure,,,,,,,,
352,Playing the game well. Didn't consider anything related to the account.,,,,,,,,
354,If I trusted the service enough to have it linked to my google.,,,,,,,,
355,"I didn't consider anything really, I just thought it would be easier",,,,,,,,
357,thet i wouldnt have to deal with making a whole new account with all of my information since google already has it,,,,,,,,
358,I considered how large and secure the company was and I felt like Zoom was reputable enough to sign in to my google account with.,,,,,,,,
360,I didn't.,,,,,,,,
361,If they would use my account and hack it,,,,,,,,
362,,,,,,,,,
363,I consider privacy and security when using my Google Account.,,,,,,,,
364,Nothing.,,,,,,,,
365,I didn't consider anything. I wanted to buy something and not enter all of my information.,,,,,,,,
366,,,,,,,,,
367,Security & data privacy,,,,,,,,
368,I did not consider much just how convenient it was,,,,,,,,
372,I wasn't sure whether I wanted my data for this website to be shared with Google.,,,,,,,,
373,"I didnt consider much, companies already have all of my info.",,,,,,,,
374,,,,,,,,,
376,I was considering how safe it would be to use this method. I was satisfied that it would involve the use of a one-time code and that the site wouldn't be able to capture my password.,,,,,,,,
377,I considered whether the information being taken from my Google Account was being used improperly or not before I signed up.,,,,,,,,
379,I wondered what information saved on my Google account would be shared with Samsung.,,,,,,,,
381,I was feeling lazy,,,,,,,,
382,"The private data that this application was going to read, in other words, I worry about my privacy.",,,,,,,,
383,convience,,,,,,,,
384,"The ease of clicking on ""google sign in"" without needing to create a new account for the website or app.",,,,,,,,
385,I don't think there was much to consider.,,,,,,,,
386,The convenience of using Google Account,,,,,,,,
387,I considered whether using my gmail account to sign in might allow Facebook to steal some information about me that I didn't want to share with facebook.,,,,,,,,
388,"I consider whether it'd be more convenient for me to create a regular account for the website, or whether I'd prefer to use a secondary email in the specific case (i.e. the spare email I set aside for one-off accounts I make in order to get ""membership"" discounts on online shopping websites/apps)",,,,,,,,
389,That using the Google Account Sign In was easiest,,,,,,,,
391,whether they were going to spam me with junk mail,,,,,,,,
392,,,,,,,,,
393,using an an alternate email,,,,,,,,
394,If I felt like making a whole new account or if it was worth sharing my account data.,,,,,,,,
395,I considered if there was a security risk of them having my account information.,,,,,,,,
396,I made sure I read everything before selecting it.,,,,,,,,
397,I briefly considered that it might compromise my security of my google account,,,,,,,,
398,,,,,,,,,
399,I consider if the login was secure,,,,,,,,
400,trust. will allowing to sign in this way get my account hacked.,,,,,,,,
401,Nothing really.,,,,,,,,
402,ease of use,,,,,,,,
403,,,,,,,,,
404,What type of privacy am I giving up from my Google Account?,,,,,,,,
405,I think about not wanting to register for a website and make a new password.,,,,,,,,
406,I considered whether or not they are a trustworthy website and if they would send me spam emails,,,,,,,,
407,I considered whether or not I wanted to make a new log in information but decided it was easier to use my google account.,,,,,,,,
408,,,,,,,,,
410,It was safe as it is partnered with Google,,,,,,,,
411,"What's the easiest way, the usefulness of not having to set-up an entirely new account.",,,,,,,,
413,,,,,,,,,
415,What kind of information would be shared with Juno,,,,,,,,
416,"privacy issues, security of the app",,,,,,,,
417,security,,,,,,,,
418,Convenience of not having to make a new account with new log-in info,,,,,,,,
419,I didn't think much of it. When that option comes up I just click on it because it's fast and easy.,,,,,,,,
420,The ease of using it.,,,,,,,,
422,"N/A (if it's an unfamiliar third-party app or services, I will briefly consider privacy concerns, but I need to use Zoom, so I don't mind linking my email to it)",,,,,,,,
423,,,,,,,,,
425,nothing,,,,,,,,
426,How much information they would be able to gain from using the Google sign in,,,,,,,,
427,nothing,,,,,,,,
428,,,,,,,,,
431,if my info would be abused or spam me with email,,,,,,,,
432,,,,,,,,,
433,What access did it need for me to use their app.,,,,,,,,
434,I just considered if there was any concern with the third party app having my information like name and email address.,,,,,,,,
435,I didn't considered much I thought it was a quick way to get signed in.,,,,,,,,
436,I considered using an email/password combo that wasn't my google password,,,,,,,,
437,I considered how easy it would be to log in with my Google Account instead of trying to come up with a new password to just log in with my Gmail account another way. This way my Google Account would recognize the site and ask if I want to be logged in.,,,,,,,,
439,It seemed convenient. I didn't think about any security considerations.,,,,,,,,
440,How trustworthy the third party app or service was,,,,,,,,
442,I considered whether it was safe to do.,,,,,,,,
443,I considered the time that I would save by linking my Google Account rather than creating a separate account for that service.,,,,,,,,
444,"I considered whether I wanted my real name attached to an account, or if I preferred to stay anonymous and make an account with the website itself.",,,,,,,,
445,I consider whether I am more interested in privacy or convenience for a particular website,,,,,,,,
449,"nothing, it's easier that way",,,,,,,,
450,I was considering if I wanted to use my main Google account or my secondary one.,,,,,,,,
451,I considered that it was a trustworthy website.,,,,,,,,
454,if it would be faster and more convenient than logging in,,,,,,,,
455,I had to remember whether I'd signed up using my Google account or using my Facebook account,,,,,,,,
456,i didn't think of anything when i used it,,,,,,,,
458,,,,,,,,,
459,The dread that comes with Google selling my information,,,,,,,,
461,whether it would be more secure to sign in directly with the app using a new password,,,,,,,,
462,Nothing because I know it's safe,,,,,,,,
463,If I should link the account or just put in the email.,,,,,,,,
464,I was considering if I use my Gmail to login or my Facebook account.,,,,,,,,
465,Absolutely nothing. I just signed in,,,,,,,,
466,if my own handle would be better,,,,,,,,
468,I considered the trustworthiness of the developers and the risk of getting spammed.,,,,,,,,
469,"Nothing, I did it without any consideration besides the fact that it'd make it easier to play the game. As long as a site doesn't ask for my password directly, I trust Google's sign-in process.",,,,,,,,
470,"I preferred to sign in through Facebook, but Facebook sign-up wasn't working.",,,,,,,,
471,Simplicity of having everything being connected to one account. It keeps everything consistent.,,,,,,,,
474,privacy,,,,,,,,
475,How my information will be used by the app and whether I will receive more emails because of it.,,,,,,,,
476,"i considered my privacy but because twitter is a very mainstream service, I consider it secure.",,,,,,,,
477,storing password,,,,,,,,
479,I considered what information will be shared between my Google account and my spotify account.,,,,,,,,
480,"I feel like it's a safer and less intrusive sign in action than signing in with Facebook, which has loads of personal information.",,,,,,,,
483,I also thought about using the facebook option since I think I had used that in the past too,,,,,,,,
484,I considered if I really wanted to make an account to see the items I wanted to view or if I wanted to view it just the one time.,,,,,,,,
485,I was worried that any additional information irrelevant to the service I was using for was going to be utilized for purposes beyond what was intended. Such as access to my contacts and stuff I am interested in.,,,,,,,,
486,I may have wondered whether or not it was safe.,,,,,,,,
487,"Whether I wanted to start up a new account and password to access this online news source and be able to comment, and also whether I wanted to access it through apple or google or whatever others options available.",,,,,,,,
488,Using traditional email/password login.,,,,,,,,
489,"I considered whether the company would be trustworthy with my data. Since the game is well known, I decided it is okay.",,,,,,,,
490,I thought about what website I was using and how trustworthy it is.,,,,,,,,
491,Whether or not I wanted the abundance of emails I would get after allowing that site to have access to my email address.,,,,,,,,
493,I considered using Facebook instead,,,,,,,,
496,I considered if I should use my personal gmail account or one of my work issued accounts instead.,,,,,,,,
497,nothing,,,,,,,,
498,"I don't think I really considered much, besides that it would be quicker to sign in with Google than to create a whole Etsy account by putting in my email and information.",,,,,,,,
499,What information I would be allowing the third-party to see,,,,,,,,
501,nothing,,,,,,,,
502,,,,,,,,,
503,"Honestly, I considered that I would not have to remember my passoword.",,,,,,,,
504,I considered creating a login specifically for Instacart.,,,,,,,,
505,I always check to see what permissions that a third-party service is gaining access to.,,,,,,,,
507,I considered the fact that I may want to stop using Google services one day and that there's no way to unlink my google account from the service.,,,,,,,,
508,Whether the app would send me a bunch of emails,,,,,,,,
509,Do i already have a seperate account that isn't tied to a google account? Is this site important enough to me to warrant a separate-from-google account?,,,,,,,,
510,I thought about privacy and security,,,,,,,,
511,nothing,,,,,,,,
512,"I didn't really consider it, I just did it because it was easier than creating another account.",,,,,,,,
513,my time,,,,,,,,
514,I considered setting up a separate account without linking my Google account to the third-party app or service.,,,,,,,,
515,I thought if I wanted this to be associated with my email and whether the acccount maybe warranted stronger security than my gmail account,,,,,,,,
516,"How convenient Google already has my stored information, I would not need to type it out myself",,,,,,,,
517,I didn't consider anything.,,,,,,,,
518,How it's more convenient to sign in using my Google Account,,,,,,,,
519,The security risks of linking my account to another party's data,,,,,,,,
521,I considered it to be more convenient. Using google is preferable because it means one less account to maintain.,,,,,,,,
522,"I considered the convenience, since I knew offhand my GMail password.",,,,,,,,
523,I considered if the service is trustworthy.,,,,,,,,
527,I considered how often I would use the service before signing in with Google Account.,,,,,,,,
528,creating a new account,,,,,,,,
529,"I considered how easy/difficult it would be to set up my own account, whether it would be a security risk to connect my Google account, who would access my data and which kinds of data, how often I would use the game (whether these risks were ""worth"" it for the convenience of easily logging in to play)",,,,,,,,
530,n/a,,,,,,,,
532,How the third-party website may be using my Google login information and whether or not it is necessary for me to log in using Google.,,,,,,,,
533,I was wondering it was worth my time to sign in and if it was a safe sight to sign in to.,,,,,,,,
536,Trying to remember my password and username,,,,,,,,
537,I considered how difficult the signup process for the third-party app would be and if just logging into it with my Google Account would be faster.,,,,,,,,
538,,,,,,,,,
539,Whether that website would be able to see my emails and such,,,,,,,,
540,Convenience,,,,,,,,
542,I thought about how much I trusted the website I was using google to sign into and if I was comfortable signing in with my google account. I decided it was fine and did.,,,,,,,,
543,nothing,,,,,,,,
544,am I okay sharing my data,,,,,,,,
545,I considered what could possibly happen if someone malicious gained access to that account.,,,,,,,,
547,I wondered if my data would be safe.,,,,,,,,
548,"I considered whether the app or service was trustworthy, and I also considered how often I would use this app.",,,,,,,,
549,Is it safe and secure?,,,,,,,,
550,Didn't consider anything really,,,,,,,,
552,Is it safe just because it's faster?,,,,,,,,
553,This is probably going to save me a lot of time. I'm not too concerned with theft because I have nothing of value.,,,,,,,,
554,"If there are other options like I previously mentioned, I mostly use Apple log-in or my own, but if I am using Google, then I think about the type of website/app it is and my privacy.",,,,,,,,
555,"I knew I would already have to use that email address to generate a login anyway, so it seemed efficient to use the third-party sign in option.",,,,,,,,
556,The one thing I considered was the efficiency of signing into it by just a press of a button rather than going through the sign in process.,,,,,,,,
557,Why not just sign in with a email?,,,,,,,,
558,"Not much. I mainly use the email for gaming content,",,,,,,,,
559,Mostly convenience and the fact that I'm less likely to forget or lose account information.,,,,,,,,
561,I considered that I didn't want to use Facebook.,,,,,,,,
562,"I considered if the site would have access to my contacts. Since Google owns Youtube, I did not really care .",,,,,,,,
564,I considered my privacy and security.,,,,,,,,
566,"What portions of my account the service would have access to (location, media, contacts, etc.), how often I would get marketing information from the service through that email, what information could be exposed if the service was hacked, how often I would use Google services like adding calendar appointments, submitting payment info, or sharing posts to my contacts.",,,,,,,,
569,I considered if I trusted the company w/ my account info.,,,,,,,,
570,If my information would be shared.,,,,,,,,
574,What information about me they would get from me connecting my account,,,,,,,,
575,I was thinking about logging in with an email and password because I didn't want my personal information to be linked.,,,,,,,,
577,Whether I used that last time or had a regular password,,,,,,,,
580,"The app itself, and whether it is reputable.",,,,,,,,
581,my account security,,,,,,,,
582,Using Google to sign in is convenient.,,,,,,,,
583,,,,,,,,,
585,whether I wanted tons of spam from that service,,,,,,,,
588,I have used this single sign on for a while and this is a preferred method. I think about taking extra precautions to secure my google account since using single sign on makes things less secure. Overall it makes things a lot easier and more enjoyable to use.,,,,,,,,
589,What permissions it has to my google account,,,,,,,,
590,I thought about how they would have access to my information. Just like you might.,,,,,,,,
591,My data being shared and exploited.,,,,,,,,
592,If the site was reputable.,,,,,,,,
593,How much easier and convenient it is to use.,,,,,,,,
594,,,,,,,,,
595,Security risks,,,,,,,,
598,"Risk versus reward. I worry a little about giving an app access to my personal information, but, to be honest, if I think I could get money back from something (like the receipt apps) it definitely convinces me a little more. If the app looks shady to me I won't do it, but if it seems relatively legitimate and has good reviews, I'm probably willing.",,,,,,,,
600,That I wanted to sign in.,,,,,,,,
595,Security risks,,,,,,,,
